ID,Titulo,tiempos_inicio (segs.),tiempos_fin (segs.)
,,125.82,126.39
,,134.07,134.55
,,283.32,283.714922
,,296.017969,296.76
,,348.36,348.78
,,362.88085,363.3
,,485.220205,485.580059
,,518.49,518.91
,,546.69,547.05
,,628.98,629.46
,,638.07,638.481097
,,644.16,644.519615
,,720.33,720.87
,,759.24,759.660557
,,798.3,798.66
,,814.471802,814.827539
,,843.12,843.48
,,851.73,852.06
,,857.818184,858.12
,,872.46,873.0
,,931.05,931.534775
,,943.95,944.49
,,971.67,972.12
,,991.59,991.98
,,1002.47918,1002.9
136.CA.AGN.L1.01,Cena de Camaradería de las Fuerzas Armadas en Les Ambassadeurs.,35.76,36.6
,,209.52,210.18
,,542.91,543.54
,,1124.341875,1125.0
,,1180.62,1181.25
,,1397.02,1397.77
376.CA.AGN.L2.06,"Conferencia de Prensa y proyección de una pélicula sobre el viaje a la luna de la Apolo XI, con relato del Comandante Armstrong, en la ""Plaza Hotel"" de Buenos Aires. Parte1.",1418.586255,1418.877187
979.D40.AGN.LA.02,Mensaje del General Perón con motivo del Día del Petróleo,146.1,146.7
,,239.37,240.06
,,255.0,255.6
753.D40.AGN.LB.01,Conmemoración del día de los trabajadores. Parte 1.,187.53,188.16
358.CA.AGN.L2.01,"Conferencia de prensa del Dr. Jesús Romeo Gorria, Ministro de Trabajo de España. Parte 2.",141.69,142.08
,,455.88,456.27
,,529.83,530.55
,,605.470954,605.8245
,,635.59,635.92
,,801.91,802.18
,,838.562339,838.93
,,897.91,898.45
229.CA.AGN.L1.02,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Francisco Manrique.",148.08,148.47
,,414.45,415.02
,,579.66,580.14
1011.D25.AGN.LB.01,"""Mensaje al argentino del mañana"". Interpretado por Jorge Lanza. Autor: Roberto Valenti. Parte 2.",63.03,63.72
,,71.4,72.24
,,78.99,79.62
,,86.25,86.91
186.CA.AGN.L1.01,Homenaje a César Viale. Parte 2,81.66,82.44
325.CA.AGN.L2.02,"Conferencia de Hernán Videla Lira (Embajador de Chile): ""Mitre, estadista y periodista"". Museo Mitre. Parte 1.",956.0,956.48
239.CA.AGN.L2.04,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista al Dr. Jorge M. Almada.",103.71,104.22
,,123.63,124.26
,,141.72,142.2
,,247.95,248.61
,,290.7,291.18
,,331.65,332.28
,,348.6,349.29
,,415.38,415.8
,,434.64,435.03
,,583.2,583.56
,,620.64,621.0
,,677.52,678.0
,,680.64,681.06
,,707.666689,708.031882
,,723.6,724.02
,,777.93,778.26
,,939.12,939.63
,,951.6,951.96
,,983.52,983.97
,,1049.31,1049.67
,,1111.14,1111.5
,,1169.64,1170.09
195.CA.AGN.L1.05,"Palabras pronunciadas por el Dr. Arquímedes Soladano, al cierre de la campaña electoral con motivo de los comicios del 18/03/1962.",223.381143,224.087153
833.D25.AGN.LB.01,Discurso del Presidente Juan D. Perón con motivo de la graduación de suboficiales del Departamento de Policía. Parte 2.,237.0,237.63
172.CA.AGN.L1.01,Séptima Reunión de Gobernadores. Parte 2,21.75,22.2
,,29.19,29.79
,,32.55,33.15
,,206.11125,206.64
,,227.638154,228.0
,,229.44,229.8
,,313.53,314.04
,,376.86,377.34
,,405.99,406.53
,,420.54,421.53
,,430.246406,430.679912
,,462.33,462.78
,,463.86,464.4
,,572.422676,572.76
,,576.39,576.81
,,652.23,652.89
,,850.534849,851.13
,,854.19,854.657783
,,899.55,899.880586
,,919.83,920.339473
,,1004.22,1004.665254
,,1016.85,1017.26751
,,1064.28,1064.76
,,1137.6,1138.285078
,,1194.899766,1195.500586
,,1245.98,1246.635547
,,1379.126958,1379.69
,,1394.96,1395.5
,,1432.52,1433.0
,,1492.31,1492.97
,,1621.34,1621.82
,,1622.78,1623.2
,,1640.252129,1640.9
,,1666.94,1667.563174
,,1683.65,1684.31
,,1715.088711,1715.54
,,1728.11,1728.529063
,,1750.125488,1750.639707
,,1770.77,1771.25
,,1846.07,1846.548715
182.CA.AGN.L1.01,"Conferencia pronunciada en la Universidad de Buenos Aires, sobre el tema: ""Meditaciones sobre la ciencia y la cultura"". Parte 1",111.059949,111.75
,,2937.07332,2937.74
,,3294.129678,3294.55
346.CA.AGN.L1.02,"Conferencia del Padre Guillermo Furlong en la Junta de Historia Eclesiástica, con motivo de cumplirse el Centenario del Colegio del Salvador. Parte 1.",640.54,641.050223
341.CA.AGN.L1.03,"Conferencia del Profesor Don José C. Astolfi: ""Semblanza de Mariano Moreno"" al cumplirse el 190º Aniversario del nacimiento del prócer. Parte 1.",387.749912,388.23
226.CA.AGN.L2.01,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a J. Rodríguez Vivanco.  Parte 2",34.71,35.28
873.D40.AGN.LB.01,Clausura del Congreso de bibliotecas argentinas.,20.49,21.21
,,167.43,167.97
,,250.53,251.252871
,,317.850645,318.558838
,,320.97,321.616201
,,355.2,356.01
,,373.08,373.65
,,461.04,461.91
,,533.55,534.0
,,580.65,581.4
,,593.762402,594.33
,,595.56,596.008945
330.CA.AGN.L2.02,"Audición ""Evocaciones sonoras"". Presentación musical.",636.22,636.82
,,656.89,657.28
45.CA.AGN.L1.01,Congreso Nacional de Filosofía.,282.15,282.839063
,,538.828066,539.669531
,,742.99,743.92
,,774.012227,774.91
,,908.017451,908.826924
,,911.395176,912.22
,,958.93,959.612852
191.CA.AGN.L2.03,"Arturo Frondizi emite un mensaje para referirse a su viaje al exterior; sobre el tema: ""La presencia de la Argentina en el mundo y las perspectivas del desarrollo nacional"". Parte 1",454.53,455.19
366.CA.AGN.L1.02,Acto de inauguración de la Primera reunión de cultura en La Rioja. Palabras de apertura.,957.43,958.18
,,1645.163047,1645.76
197.CA.AGN.L2.04,"Mensaje pronunciado por el Ministro de Economía, Álvaro Alsogaray. Parte 1.",307.861201,308.16
,,369.6,370.05
,,405.51,406.02
,,834.06,834.51
,,1257.84,1258.2
,,1820.4,1820.79
216.D25.AGN.LB.01,Comida de camaradería de las Fuerzas Armadas. Parte 3.,306.12,306.84
,,351.66,352.56
373.CA.AGN.L1.02,Conferencia de prensa del Dr. José María Dagnino Pastore (Ministro de Economía y Trabajo) sobre el programa económico. Parte 1.,1084.39,1084.78
204.CA.AGN.L1.07,Entrevista a Manuel Mujica Lainez.,652.75,653.26
270.CA.AGN.L1.01,Mensaje a las Cámaras Legislativas en la apertura de un nuevo período legislativo. Parte 3.,2508.44,2508.8
,,3234.78,3235.2
143.CA.AGN.L1.01,Audiencia concendida por Juan Perón a los deportistas que participarán en los juegos panamericanos en México.,328.08,328.53
,,760.935244,761.349736
,,789.161201,789.58
,,805.33,805.75
,,836.17,836.737393
,,890.86,891.215576
,,1202.11,1202.5
,,1208.99,1209.5
,,1218.89,1219.61
,,1271.69,1272.17
,,1353.89,1354.28
770.D40.AGN.LB.01,Inauguración de los cursos en la escuela de periodismo. Parte 1.,108.15,108.630205
,,210.343579,210.78
,,346.68,347.43
,,585.84,586.71
380.CA.AGN.L1.03,"Conferencia del Dr. Carlos Alberto Consigli: ""Ley de obras sociales"", desde el Ministerio de Bienestar Social. Parte 1.",144.39,144.75
,,288.84,289.396816
,,630.35,630.92
,,1109.27,1109.928184
,,1150.01,1150.58
240.CA.AGN.L2.02,Homenaje al Presidente Arturo Illia de la Asociación de Prensa Extranjera.,743.65,744.099165
,,797.29,797.95
,,807.31,807.85
,,849.64,850.136084
,,931.393545,932.05
,,1005.25,1005.91
,,1205.92,1206.4
,,1390.52,1390.97
,,1528.25,1528.7
,,1629.08,1629.89
,,1971.14,1971.59
,,2123.54,2124.29
,,2144.99,2145.65
,,2165.36,2166.02
,,2227.94,2228.78
,,2553.28,2553.82
,,2662.18,2662.72
,,2743.33,2743.819727
,,2774.17,2775.01
,,2873.41,2873.856719
,,2986.66,2987.05
,,3029.71,3030.220996
,,3215.13,3215.58
249.CA.AGN.L1.02,Palabras pronunciadas por el  con motivo de recibir al nuevo miembro de número de la Academia Nacional de la Historia Profesor Luis García Arias. Parte 1. ,263.970645,264.54
,,512.13,512.88
750.D40.AGN.LB.01,Apertura del Año Legislativo de 1953. Parte 6.,120.72,121.111729
,,191.28,191.67
,,198.84,199.319004
983.D40.AGN.LB.01,Palabras del Presidente Juan D. Perón a la delegación del Campeonato Nacional de Pelota. Parte 2.,45.72,46.2
,,51.51,51.899429
,,54.9,55.41
,,120.6,121.015342
,,133.89,134.25
,,203.64,204.09
,,322.47,323.01
,,347.130469,347.52
46.D30.AGN.LA.01,Discurso del Presidente Perón en la Promulgación del voto femenino. Parte 2.,146.85,147.27
119.CA.AGN.L1.02,Reunión sobre organización y acción de los comandos y subcomandos tácticos. Parte 1.,396.78,397.47
,,528.99,529.77
,,559.29,560.1
,,654.46,654.860001
,,772.03,772.567949
,,841.96,842.47
,,970.39,971.17
,,1058.65,1059.16
,,1140.91,1141.51
,,1174.661348,1175.13127
244.CA.AGN.L1.01,"Acto de incorporación como miembro de número correspondiente a la Academia de Historia del historiador español, Dr. Demetrío Ramos.(parte 2) ",983.81,984.29
269.CA.AGN.L1.01,Audición televisada por Canal 7 con motivo del homenaje funerario al Dr. Alfredo Palacios. Parte 2.,409.500439,410.25
,,562.11,562.74
,,598.47,598.820449
,,614.75,615.064789
,,770.87,771.38
245.CA.AGN.L2.03,Mensaje del Ministro de Economía Dr. Eugenio Blanco para referirse a las medidas económicas tomadas hasta la fecha y a los planes inmediatos.  ,655.54,656.29
,,776.41,777.002192
,,1276.14,1277.04
224.CA.AGN.L1.02,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Clotilde Sabattini de Barón Bizza y Lidia Valente de Pérez Tort.",88.92,89.4
,,644.047526,644.76
,,995.7,996.18
835.D40.AGN.LA.01,La historia en acción. Programa N°2. Unión Sudafricana.,281.16,281.97
,,291.12,291.57
,,301.92,302.55
,,341.91,342.54
,,344.88,345.63
739.D40.AGN.LB.01,Iniciación de los cursos Escuelas Sindicales. Parte 2.,202.44,203.13
318.CA.AGN.L2.05,"Disertación del Ministro de Economía Adalberto Krieger Vasena para referirse al programa económico del año 1968: ""La Argentina construye"". Parte 1.",33.6,34.38
97.CA.AGN.L1.01,"Ciclo de audiciones ""La voz de la Libertad""",690.43,690.91
356.CA.AGN.L1.01,Primera Reunión Nacional de Cultura para la Patagonia en el salón panorámico del Comodoro Hotel en Comodoro Rivadavia. Disertación en la sesión plenaria de clausura. Parte 2.,169.889883,170.46
,,210.17877,210.72
,,2230.65,2231.219209
780.D40.AGN.LA.01,Disertación sobre los alcances y cumplimientos del Segundo Plan Quinquenal. Parte 3.,70.08,70.679128
,,79.35,80.13
,,166.14,166.61981
,,297.63,298.208848
,,447.9,448.44
,,649.71,650.16
257.CA.AGN.L2.01,Acto realizado en conmemoración del 143° aniversario de la creación del Archivo General de la Nación. Parte 2.,753.980454,754.58
,,1246.56,1247.13
,,1376.61,1377.059224
,,2074.47,2074.95
,,2124.06,2124.63
1074.D25.AGN.LB.02,"""Campaña por la prosperidad"". Audición especial de la Subsecretaría de Informaciones. Parte 12b.",100.41,100.98
882.D40.AGN.LA.01,"Palabras del Presidente Juan D. Perón con motivo de inaugurarse el hogar - escuela ""Evita"" de la Fundación Eva Perón. Parte 8.",134.52,135.18
,,153.48,153.93
,,265.44,266.04498
,,332.76,333.45
,,357.21,357.783574
231.CA.AGN.L2.02,"El Reverendo Guillermo Graham Pronuncia una conferencia sobre el tema: ""Es hora de volver con Dios"".",325.35,325.95
,,409.38,409.68
,,417.96,418.53
,,431.49,432.18
,,1060.9,1061.44
,,1062.82,1063.33
,,1127.47,1128.01
,,1718.65,1719.214082
,,1868.886039,1869.45
,,1941.6,1942.14
,,1948.08,1948.58874
,,1951.92,1952.405186
,,1974.75,1975.35
,,2526.17,2526.74
,,2549.63,2550.14
,,2572.64,2573.09
922.D40.AGN.LA.01,Lectura del mensaje de inauguración del 89° período legislativo pronunciado por el Presidente Juan D. Perón. Parte 3.,211.05,211.59
,,637.57,638.26
,,691.001978,691.66
198.CA.AGN.L1.01,"Mensaje pronunciado por el Ministro de Economía, Álvaro Alsogaray. Parte 2.",337.95,338.31
,,614.76,615.3
,,640.86,641.16
196.CA.AGN.L2.04,Entrevista a José Roig.,218.07,218.52
195.CA.AGN.L2.02,Sun Yat Sen hace uso de la palabra para referirse a los motivos que lo indujeron a fundar la República de China.,557.82,558.39
305.CA.AGN.L1.02,Inauguración de la librería del Instituto Nacional del Libro Español en Buenos Aires.,234.21,234.96
,,253.8,254.31
,,390.24,390.75
,,911.62,912.01
,,914.05,914.68
,,945.04,945.580996
1137.D25.AGN.LA.01,"Ciclo radial ""Pienso y digo lo que pienso"". Santiago Gómez Cou. Parte 2.",9.93,10.53
,,84.87,85.47
280.CA.AGN.L1.02,"Discurso del Presidente Aruto Illia en el ""Dia de la raza"" (12 de octubre).",141.27,141.87
,,821.12,821.84
,,864.62,865.31
,,1130.9,1131.588887
,,1247.03,1247.6
,,1335.381575,1335.98
,,1710.86,1711.49
975.D30.AGN.LB.01,Mensaje del Vicepresidente Provisional (de Facto) contralmirante Isaac Rojas con motivo de celebrarse el 146 Aniversario de la Revolución de Mayo. Parte 2.,92.13,92.73
,,169.56,170.19
1136.D25.AGN.LB.01,"Ciclo radial ""Pienso y digo lo que pienso"". Pierina Dealessi. Parte 2.",105.117209,105.564917
228.CA.AGN.L1.01,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Raúl Ondart. Parte 2.",27.24,27.99
,,80.01,80.52
,,182.819868,183.45
,,443.7,444.09
748.D40.AGN.LB.01,Apertura del Año Legislativo de 1953. Parte 2.,885.57583,886.14
225.CA.AGN.L2.02,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Carlos Perette.",363.03,363.48
,,444.21,444.6
,,533.64,534.0
,,539.31,539.638066
,,750.59,751.34
,,913.13,913.61
,,1093.04,1093.4
,,1192.28,1192.67
,,1195.58,1196.06
,,1601.38,1601.92
,,1603.51,1604.11
,,1771.87,1772.270605
192.CA.AGN.L2.01,Entrevista a Lin Yutang en el programa Libro de Actas. Parte 2,126.09,126.600308
,,1198.98,1199.43
,,1201.29,1201.65
221.CA.AGN.L1.18,Sketch radial de Tomás Simari.,193.89,194.4
258.CA.AGN.L2.01,4º Congreso de Academias de la Lengua Española. Acto de Clausura. Parte 3. ,1480.79,1481.69
,,2025.43,2025.91
,,2375.702734,2375.98
813.D40.AGN.LB.01,"Transmisión desde la motonave ""Eva Perón"" navegando a 330 millas de Buenos Aires. Parte 3.",755.396177,755.732871
1013.D25.AGN.LB.01,Grabación de prueba. \ Voz de mujer. Habla sobre Perón.,152.100381,152.7
256.CA.AGN.L2.01,4° Congreso de Academias de la Lengua Española.,89.49,90.02751
,,111.54,112.05
,,1098.48,1099.11
,,1600.34,1601.03
103.CA.AGN.L1.02,Discurso de Juan Perón ante delegación de escribanos. Parte 1.,217.08,217.62
256.CA.AGN.L2.02,4° Congreso de Academias de la Lengua Española.,76.65,77.22
,,259.558506,260.04
,,283.266826,283.676484
,,417.03,417.42
,,434.61,435.27
,,538.290527,538.71
,,586.65,586.95
,,615.9,616.498176
,,629.43,629.85
,,731.16,731.58
,,915.570732,916.138389
,,1112.82,1113.3
,,1269.260249,1269.71
,,1361.72,1362.05
,,1362.62,1363.16
,,1379.27,1379.75
,,1472.63,1473.08
,,1502.96,1503.53
,,1554.26,1554.68
,,1578.77,1579.19
,,1668.95,1669.37
,,1920.749128,1921.17
,,1988.16,1988.61
196.CA.AGN.L1.05,Entrevista a Oscar Vaz.,73.95,74.4
,,330.15,331.05
1080.D25.AGN.LB.01,"Audición especial evocativa del ""Día de la lealtad"" de la Subsecretaría de Informaciones. Parte 7.",23.52,24.21
34.CA.AGN.L1.01,Apertura del Poder Legislativo.,565.56,566.22
,,573.87,574.35
,,784.57,785.41
235.CA.AGN.L2.01,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista al profesor Emérito González. Parte 2.",44.1,44.61
,,753.2,753.74
221.CA.AGN.L1.20,Sketch radial de Orfilia Rico.,155.01,155.52
224.CA.AGN.L2.03,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Emilio Carreira.",98.61,99.24
,,165.57,165.96
,,276.99,277.44
,,355.47,355.98
,,388.77,389.19
,,554.55,555.09
,,709.61,710.0
743.D30.AGN.LA.01,Iniciación del año lectivo 1953. Parte 1.,235.141333,235.68022
38.CA.AGN.L1.01,Primer Aniversario de la Nacionalización de los ferrocarriles.,283.68,284.49
,,471.3,471.84
,,833.38,834.04
,,1005.88,1006.690264
,,1128.071523,1128.757949
,,1771.11,1771.68
105.CA.AGN.L1.01,Discurso de Juan Perón ante funcionarios del Banco Nación. Parte 2.,144.09,144.63
,,167.76,168.36
,,228.78,229.44
,,290.79,291.48
,,303.27,303.78
,,403.65,404.25
,,553.74,554.37
,,612.124353,612.72
,,765.9,766.59
,,808.83,809.310029
,,811.32,812.04
,,829.05,829.889517
,,879.84,880.5
,,885.51,886.14
,,948.42,949.05
,,1017.750117,1018.32
,,1026.18,1026.84
,,1067.43,1067.91
,,1113.21,1113.84
,,1226.48,1226.96
238.CA.AGN.L1.02,Exposición del Dr. Horacio Sueldo del programa político de su partido en su carácter de candidato a Presidente de la Nación por el Partido Demócrata Cristiano.,14.76,15.21
,,28.98,29.31
,,200.1,200.55
76.CA.AGN.L1.01,El General Perón proclama el año del Libertador. Parte 1.,1228.870491,1229.47
37.D30.AGN.LA.01,Discurso del Gral. Perón en la cena de camaradería ofrecida a las fuerzas armadas. Parte 1.,486.57,487.26
,,572.43,573.12
,,606.47,607.13
236.CA.AGN.L2.02,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista al Dr. Horacio Osvaldo Domingorena.",1546.1,1546.7
,,1601.93,1602.29
,,1884.74,1885.4
112.CA.AGN.L1.01,"Disertación de Juan Perón, con motivo de la audiencia concendida a funcionarios del Poder Judicial, en el salón Blanco de la Casa de Gobierno. Parte 2.",11.31,11.82
,,57.3,57.84
,,68.520652,69.03
,,77.16,77.61
,,125.52,126.0
,,130.14,130.8
,,285.21,285.87
,,298.38,298.77
848.D40.AGN.LB.01,71° Aniversario de la Fundación de la Ciudad Eva Perón (Actual Ciudad de La Plata). Parte 2.,920.45,921.41
,,950.21,951.05
268.CA.AGN.L1.01,Reportaje de Francisco Manrique a Vasco Lithao da Cunha. Parte 2.,273.12,273.720557
,,574.71,575.34
,,668.21,668.659626
,,685.1,685.60874
,,806.57,807.05
334.CA.AGN.L2.02,"Acto de presentación del libro del poeta Victorino De Carolis: ""Los Sofosonetos"". Disertación sobre las razones filosóficas estéticas y éticas de su creación poética. Parte 1.",1150.76,1151.39
,,1156.1,1156.79
,,1166.48,1166.96
,,1171.52,1172.06
,,1216.63,1217.05
,,1341.73,1342.09
,,1646.32,1646.89
,,2029.818696,2030.36
,,2725.81,2726.35
,,2756.56,2757.25
255.CA.AGN.L1.02,Mensaje en cadena nacional del Ministro del Interior Juan F. Palmero,1198.82,1199.3
373.CA.AGN.L2.01,Conferencia de prensa del Dr. José María Dagnino Pastore (Ministro de Economía y Trabajo) sobre el programa económico. Parte 2.,1671.77,1672.46
273.CA.AGN.L2.01,Sepelio de Alfredo L. Palacios. Parte 2.,164.579678,165.33
,,1230.51,1231.29
,,1253.52,1254.18
,,1330.258909,1330.83
,,1437.06,1437.78
,,1462.98,1463.64
,,2146.09,2146.78
,,2862.11,2862.95
,,3024.080176,3024.98
236.CA.AGN.L1.02,"Ciclo de Audiciones titulado ""Tribuna Oral"". Declaración del Dr. Olegario Becerra.",356.01,356.28
,,475.35,475.89
,,881.26,881.71208
,,958.99,959.411963
,,987.13,987.61
,,1101.52,1102.15
,,1132.78,1133.05
,,1157.8,1158.307598
,,1342.51,1342.75
,,1423.6,1424.17
,,1665.07,1665.61
,,1667.56,1667.8
,,1696.06,1696.78
375.CA.AGN.L2.02,"Acto de incorporación como miembro de número del Sacerdote Pascual R. Paesa en la Academia Nacional de la Historia, realizado en el ""Museo Mitre"" . Parte 1.",1128.779063,1129.32
226.CA.AGN.L2.02,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Alvaro Mellán Laiño.",58.8,59.52
,,112.47,112.86
,,245.55,246.15
319.CA.AGN.L2.02,Homenaje de la Sociedad de Cardiología al cardiocirujano Dr. Christiaan Barnard realizado en la Facultad de Ciencias Médicas de Buenos Aires. Parte 1.,754.82,755.21
,,770.390776,770.81
,,830.78,831.35
,,1011.770439,1012.19
,,1050.74,1051.19
,,1068.74,1069.22
,,1159.73,1160.15
,,1562.09,1562.57
,,1574.3,1574.72
,,1603.7,1604.15
,,1610.27,1610.75
,,1745.09,1745.57
,,1830.47,1830.86
,,1849.25,1849.82
,,1870.1,1870.79
,,1881.59,1881.951201
,,1960.76,1961.15
,,2208.02,2208.44
,,2267315,2267.93
,,2623.02,2623.44
,,2635.83,2636.25
,,2734.05,2734.59
,,2778.18,2778.63
,,3255.91,3256.27
,,3291.37123,3291.73
,,3339.79,3340.239355
,,3365.62,3365.98
269.CA.AGN.L2.01,Mensaje a las Cámaras Legislativas en la apertura de un nuevo período legislativo. Parte 2.,1876.42,1876.96
,,3154.69,3155.17
299.CA.AGN.L2.02,Entrevista al artista Fernando Arranz en la que relata su autobiografía.Entrevista al artista Fernando Arranz en la que relata su encuentro con el Dr. Amadeo Sabattini.,713.0,713.54
177.CA.AGN.L1.02,Visita del Presidente de Italia a la Argentina. Discurso en la Cámara de Diputados. Parte 1.,5.19,5.88
,,418.38,418.89
1138.D25.AGN.LB.01,"Ciclo radial ""Pienso y digo lo que pienso"". Silvana Roth. Parte 1.",154.23,154.59
379.CA.AGN.L1.03,"Conferencia del Dr. Ambrosio Romero Carranza: ""Dos siglos de vida parroquial"", en la Junta de Historia Eclesiástica argentina. Parte 1.",689.99,690.41
,,788.845933,789.318037
,,1262.690245,1263.35
,,1698.8,1699.339941
41.CA.AGN.L1.01,Perón expone sus pensamientos sobre la Reforma Constitucional.,1503.17,1504.009121
,,1580.69,1581.95
214.CA.AGN.L1.01,"Conferencia del escritor italiano Ignacio Silone: ""Vida de Josephe Mazzini"". Acto realizado en S.A.D.E. Parte 2.",2011.146675,2011.69
798.D40.AGN.LA.01,Discurso del Presidente Juan D. Perón con motivo de su visita a Córdoba. Parte 1.,951.04,951.675098
295.CA.AGN.L2.02,"Conferencia pronunciada en el salón de actos del diario La Prensa, sobre el tema: ""Hispanoamérica y la política del arbotante"". Parte 1.",170.34,170.94
,,406.17,406.77
,,1443.96,1444.59
,,2556.08,2556.529004
840.D30.AGN.LB.01,"Discurso del Presidente de la Nación Juan D. Perón a los dirigentes gremiales sobre el tema ""Organización Sindical"". Parte 6.",589.95,590.610937
278.CA.AGN.L2.02,Discurso de Juan S Palmero (Ministro del Interior) al celebrarse la primera reunión plenaria del Honorable Consejo Asesor del Sesquicentenario del Congreso de Tucumán. Parte 1.,300.0,300.512783
355.CA.AGN.L2.03,Primera Reunión Nacional de Cultura para la Patagonia en el salón panorámico del Comodoro Hotel en Comodoro Rivadavia. Disertación en la sesión plenaria de clausura. Parte 1.,228.6,229.11
235.CA.AGN.L1.05,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista al profesor Emérito González. Parte 1.",174.12,174.6
,,455.161113,455.64
797.D40.AGN.LA.01,Discurso del Presidente Juan D. Perón con motivo de su visita a Rosario. Parte 1.,529.71,530.61
,,648.03,648.96
,,777.18,778.05
337.CA.AGN.L2.02,"Primera disertación de Alberto Ginastera: ""Introducción a la música contemporánea"". El mundo musical a la muerte de Debussy: Stravinsky, Schöenberg, Bartok. Parte 1.",249.929473,250.53
,,322.711201,323.19
,,462.45,462.75
,,514.140762,514.98
,,531.9,532.59
,,738.910303,739.25
,,748.55,748.935972
,,765.409517,765.95
,,872.39,872.72
,,968.99,969.47
,,1142.3,1142.57
,,1156.64,1157.03
,,1541.03,1541.36
,,1821.02,1821.47
,,1859.69,1860.41
,,1934.0,1934.45
303.CA.AGN.L1.01,"Reportaje al ingeniero Teófilo Tabanera realizado por Radio Municipal a cargo de los periodistas Arturo G. Prins y Silvio Schcolnicov; sobre el tema: ""Ovni"" , para ser incluído en el programa titulado ""Hombres"". Parte 2.",298.14,298.621699
,,634.9,635.29
,,936.699736,937.12
326.CA.AGN.L1.03,El poeta Julio Moncada recita sus obras.,69.96,70.679612
299.CA.AGN.L2.01,Entrevista a Augusto César Ferrari. Parte 2.,1758.86,1759.34
,,1838.38,1838.74
200.CA.AGN.L1.02,Lectura de Manuel Galvez.,58.65,59.37
321.CA.AGN.L1.02,"Mario Díaz Colodrero, Secretario de Estado de Gobierno habla sobre el tema: ""Dos Políticas, Dos Argentinas""",288.69,289.26
,,476.4,477.09
233.CA.AGN.L1.02,"Disertación sobre el tema: ""Magia y misterio del Teatro"". Casa del Teatro, Buenos Aires. Parte 1.",60.21,60.75
,,589.95,590.76
,,668.86,669.31
,,671.32,671.71
,,880.42,880.72
,,891.61,892.18
,,991.15,991.57
,,1308.38,1308.77
,,1338.68,1339.101128
,,1481.36,1482.11
241.CA.AGN.L1.02,Acto de la Unión Cívica Radical del Pueblo con motivo de la victoria electoral de la fórmula Illia-Perette.,797.69,798.376016
,,1117.881641,1118.57
,,1446.92,1447.85
,,1475.99,1476.89
301.CA.AGN.L2.02,Mensaje del Ministro de Economía Adalberto Krieger Vasena para referirse al programa económico para la gran transformación nacional.,566.55,567.238125
197.CA.AGN.L2.03,"Conferencia pronunciada sobre el tema: ""Las ideas de Alberdi sobre el municipio"".",182.7,183.3
,,193.65,194.19
873.D40.AGN.LA.01,Discurso del Presidente Juan D. Perón con motivo de las relaciones económicas entre patrones y obreros. Parte 5.,93.42,94.38
,,128.4,129.18
263.CA.AGN.L1.01,"Ciclo de conferencias organizadas por la Facultad de Filosofía y Letras ""Carácter y finalidad de la investigación"", para analizar los caracteres, métodos y objetivos de la investigación colectiva.",1120.470176,1120.92
,,1872.570201,1873.046023
234.CA.AGN.L2.02,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista al Dr. Alejandro Bafico.",188.07,188.76
,,311.25,311.76
,,390.21,390.63
,,502.35,502.8
,,545.46,545.88
310.CA.AGN.L1.03,Entrevista en Archivo Gráfico de la Nación del maestro Pedro Sofía al músico y compositor Emilio Pelaia.,39.63,40.26
353.CA.AGN.L2.01,"Conferencia de Guillermo Gallardo en el Instituto de Ciencias Genealógicas: ""Los Cantilo en el Pasado Argentino"". Parte 2.",2115.284668,2116.07
987.D40.AGN.LA.01,Conferencia del Presidente Juan D. Perón a los Convencionales. Parte 1.,294.99,295.613145
,,339.57,340.018857
,,403.41,403.98
,,440.97,441.66
,,462.03,462.57
,,549.51,549.99
,,718.27,719.05
,,956.05,956.41
230.CA.AGN.L1.04,"Homenaje a Perito P. Moreno en el aniversario del ""Día de los Parques Nacionales"". Discurso de Lola Tapia de Lesquera, acto realizado en el Instituto Bernasconi. Parte 1.",40.53,41.13
137.CA.AGN.L1.01,Primer Congreso Nacional de Organización y Relaciones del Trabajo,339.21,339.78
,,1164.79,1165.72
,,1187.2,1187.83
,,1222.18,1222.69
,,1263.83,1264.426602
360.CA.AGN.L2.02,"Conferencia de Roberto Marfani:  ""Los Sucesivos Avances de la Frontera Sur"", dentro de la exposición ""Campaña del  Desierto"", en el Microcine del Archivo General de la Nación. Parte 1.",636.49,636.94
,,1091.05,1091.74
11.CA.AGN.L1.01,Atentado al General Perón,201.108633,201.951006
,,1395.52,1395.88
169.CA.AGN.L1.01,Palabras dirigidas a obreros y empleados del Ministerio de Educación. Parte 1,140.97,141.66
,,211.11,211.74
,,418.83,419.55
,,559.41,559.891348
,,610.66,611.32
,,660.342366,660.869896
,,680.44,680.8
