ID,Titulo,tiempos_inicio (segs.),tiempos_fin (segs.)
,,1935.65,1936.31
,,2698.680615,2699.16
,,3148.82,3149.33
,,3532.551465,3533.3
749.D40.AGN.LB.01,Apertura del Año Legislativo de 1953. Parte 4.,142.02,142.62
,,371.43,372.21
,,499.2,499.77
,,613.459999,613.9
,,631.901117,632.501117
239.CA.AGN.L2.05,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Manuel Belnicoff. Parte 1.",106.74,107.37
,,165.9,166.74
140.CA.AGN.L1.01,Audiencia concecida por Juan Perón a miembros de la Asociación Justicialista de Cooperativas Agrarias Bonaerenses. Parte 2,227.79,228.24
,,288.27,289.08
,,297.57,298.17
,,438.03,438.78
,,503.91,504.57
1051.D40.AGN.LA.01,"Visita del Presidente de Facto, Pedro E. Aramburu, la Provincia de San Juan.",630.48,631.14
,,901.23,901.588916
188.CA.AGN.L2.01,"Discurso pronunciado por el Señor Ministro de Economía e interino de Trabajo y Seguridad Social, para referirse al plan federal de vivienda. Parte 2",2597.2,2597.68
343.CA.AGN.L1.02,Conferencia del Dr. Alberto Taquini en memoria del Dr. Eduardo Braun Menéndez en la Facultad de Medicina. Parte 1.,1851.33,1851.81
,,1932.0,1932.27
211.CA.AGN.L1.01,"Disertación del filósofo Julian Marías: "" Los Caminos de la novela "". Institución Cultural Española, Buenos Aires. Parte 1",1223.53,1224.34
,,1227.79,1228.51
,,1292.83,1293.58
,,3345.49,3346.06
183.CA.RA.L1.06,El Gobernador Felipe D. Bittel formula declaraciones luego de la entrevista mantenida con autoridades radicales. ,141.0,141.475854
,,146.16,146.79
,,250.65,251.046709
261.CA.AGN.L1.02,"Ciclo de conferencias organizadas por la Facultad de Filosofía y Letras ""Carácter y finalidad de la investigación"", para analizar los caracteres, métodos y objetivos de la investigación colectiva. Parte 1.",371.73,372.18
,,434.7,435.357158
,,444.54,445.08
,,481.59,482.1
,,2086.26,2086.8
217.D25.AGN.LA.01,Comida de camaradería de las Fuerzas Armadas. Parte 2.,33.54,34.32
,,82.199407,83.04
,,152.7,153.39
,,428.19,428.88
230.CA.AGN.L1.02,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista al Dr. Carlos Humberto Perette.",211.35,211.89
,,323.52,323.91
,,337.98,338.37
,,439.59,440.1
,,520.17,520.65
,,569.13,569.73
,,709.47,709.83
,,1087.02,1087.59
,,1201.74,1202.22
,,1285.28,1285.58
,,1310.57,1311.11
,,1334.09,1334.36
,,1453.1,1453.76
,,1456.34,1456.82
216.CA.AGN.L1.01,Reportaje a Crisólogo Larralde por T. V. Canal 11. Parte 2.,594.580957,594.96
,,902.51,902.99
173.CA.AGN.L1.01,Séptima Reunión de Gobernadores. Parte 3,99.96,100.35
,,115.261853,115.800439
,,122.73,123.21
,,293.43,293.91
,,302.130557,302.490117
,,351.84,352.38
,,393.24,393.81
,,469.74,470.309531
,,525.88418,526.5
,,529.575938,530.01
,,674.51,674.96
,,695.9,696.32
,,708.38,708.95
,,715.67,716.15
,,806.27,806.78
,,959.99,960.35
,,975.53,976.07
,,985.22,985.7
,,1057.701143,1058.3
,,1264.32,1264.769806
,,1271.313988,1271.73
,,1292.55,1292.94
,,1327.575981,1327.95
,,1358.49,1358.967905
,,1367.22,1367.612021
,,1379.28,1379.7
,,1402.14,1402.56
,,1408.56,1409.01
,,1423.59,1424.1
,,1467.27,1467.81
,,1504.98,1505.67
,,1507.652461,1508.28
,,1512.54,1513.02
,,1515.06,1515.51
,,1516.32,1516.77
,,1529.88,1530.21
,,1531.89,1532.155957
,,1547.64,1548.06
,,1551.51,1551.900557
,,1596.96,1597.41
,,1615.2,1615.74
,,1698.99,1699.8
,,1702.47,1702.978008
,,1711.59,1712.311699
,,1728.81,1729.32
,,1747.354512,1747.8
,,1760.43,1760.82
789.D40.AGN.LB.01,Discurso del Presidente Juan D. Perón impartiendo normas pedagógicas a los docentes de todo el país con motivo del Segundo Plan Quinquenal. Parte 2.,108.84,109.542883
,,224.82,225.51
,,478.98,479.67
,,569.19,569.85
731.D30.AGN.LA.01,Acto del 15 de Abril de 1953 en la Plaza de Mayo de la Capital Federal. Parte 5.,38.61,39.12
,,103.169861,103.65
,,105.3,105.75
,,162.15,162.57
237.CA.AGN.L2.01,Entrevista al Dr. Carlos Humberto Perette en Canal 13 TV. Parte 2.,350.43,350.851465
,,377.13,377.61
,,517.53,518.01
,,570.33,570.9
,,612.06,612.66
272.CA.AGN.L1.01,Comida de camaradería de las Fuerzas Armadas celebrando el aniversario de la Independencia. Parte 3.,717.732549,718.24
232.CA.AGN.L1.03,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Nélida Baigorria.",444.69,445.05
,,598.74,599.37
,,612.27,612.658828
,,1256.3,1256.66
,,1308.05,1308.56
306.CA.AGN.L2.02,"Conferencia de Carlos Robles Piquer en el Centro de Estudios Hispanoamericanos sobre el tema: ""Panorama actual de España"".",281.37,281.91
,,1483.910381,1484.36
,,1750.91,1751.33
,,1898.96,1899.439502
299.CA.AGN.L1.04,Palabras pronunciadas para anunciar algunas medidas relacionadas con la situación de la industria azucarera en la provincia de Tucumán.,133.29895,133.89
232.CA.AGN.L2.01,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Dr. Basilio Serrano. Parte 2.",363.72,364.2
,,475.62,476.19
,,902.68,903.22
,,1392.56,1392.885854
134.CA.AGN.L1.01,Entrega de sables a los nuevos Generales recientemente ascendidos.,128.080488,128.67
234.CA.AGN.L2.03,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista al Dr.  Horacio Thedy.",295.83,296.25
,,418.14,418.68
,,469.48002,469.800762
,,473.25,473.97
,,604.08,604.41
,,719.09,719.63
,,834.62,834.95
,,880.34,881.03
,,941.12,941.63
,,948.35,948.71
,,1095.32,1095.83
40.CA.AGN.L1.01,"Perón,expone sus pensamientos sobre la Reforma Constitucional.",486.9,487.65
,,1255.5,1256.28
988.D40.AGN.LB.01,Conferencia del Presidente Juan D. Perón a los Convencionales. Parte 4.,6.84,7.26
,,81.42,81.87
,,129.3,129.84
,,288.03,288.6
,,419.97,420.617754
,,773.240044,773.892646
,,847.01,847.549766
,,919.49,920.09
338.CA.AGN.L1.02,Palabras pronunciadas por Dr. Manuel A. Fresco para referirse a sus comienzos políticos y a hechos Revolucionarios del año 1930. Parte 1.,1084.83,1085.25
,,1347.85,1348.236411
,,1486.06,1486.51
,,1658.05,1658.56
,,1676.77,1677.365313
,,1762.117949,1762.69
984.D40.AGN.LB.01,Palabras del Presidente Juan D. Perón y del Ministro de Asuntos Técnicos Dr. Raúl Ménde en la reunión de gobernadores para tratar el racionamiento de la carne. Parte 1.,47.79,48.2054
,,114.512549,114.96
163.CA.AGN.L1.01,Sexto Congreso Nacional Obrero Textil. Parte 1,332.4,332.85
,,474.27,474.93
,,490.26,490.71
,,512.07,512.58
,,559.02,559.35
,,596.79,597.27
,,726.03,726.508989
,,747.6,748.05
,,749.43,749.91
,,846.75,847.200762
,,902.67,903.115107
,,917.82,918.212695
,,979.11,979.89
,,1128.0,1128.51
,,1154.58,1155.12
,,1163.79,1164.36
,,1288.44,1289.01
,,1309.08,1309.83
,,1325.01,1325.52
,,1328.1,1328.61
,,1335.149722,1335.51
,,1358.920078,1359.63
,,1372.86,1373.37
,,1409.94,1410.72
,,1435.89,1436.31
,,1445.49,1446.27
,,1458.06,1458.66
,,1474.559531,1475.03877
,,1653.39,1653.69
,,1668.24,1668.69
,,1692.42,1692.84
,,1716.72,1717.17
,,1729.44,1729.95
,,1730.04,1730.58
,,1755.66,1756.2
,,1764.99,1765.32
,,1781.16,1781.695605
,,1826.632699,1827.109076
,,1829.33,1829.72
,,1841.87,1842.35
,,1854.29,1854.62
,,1876.91,1877.269253
283.CA.AGN.L2.02,Acto de inauguración simbólica del año del sesquicentenario del Congreso de Tucumán y de la Declaración de la Independencia Nacional.,994.21,994.81
785.D40.AGN.LA.01,"Banquete de las Fuerzas Armadas con motivo de la visita del Presidente de Chile, Carlos Ibañez del Campo. Parte 3.",369.6,370.23
227.CA.AGN.L1.02,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a P. González Bergés. Parte 1.",46.47,47.13
,,131.16,131.73
,,141.66,141.99
,,435.03,435.480381
,,802.7,803.0
,,881.57,882.08
,,939.68,940.1
,,1006.07,1006.37
,,1025.39,1025.72
,,1130.09,1130.63
,,1138.13,1138.49
,,1222.35,1222.8
,,1224.57,1224.99
,,1265.069883,1265.426825
,,1480.29,1480.86
,,1497.69,1498.018828
272.CA.AGN.L1.03,"Audición televisada ""Evocación de Ayer"", entrevista al ingeniero Jose Fuchs sobre el descubrimiento del petróleo en la zona de Comodoro Rivadavia.",19.23,19.95
311.CA.AGN.L1.01,"Conferencia de Cristóbal Halffter: ""Música Española Contemporánea"". Parte 2.",676.35,677.07
,,692.49,692.88
183.CA.AGN.L2.04,Entrevista a César Viale,111.57,112.26
,,182.28,183.36
,,1984.03,1984.6
62.D30.AGN.LA.01,Mensaje a las embajadas del Presidente Juan D. Perón. Parte 1.,81.12,81.84
,,183.12,183.66
359.CA.AGN.L1.02,"Conferencia de prensa de Adalberto Krieger Vasena, Ministro de Economía, sobre las leyes 18.152 y 18.153, y el decreto 1021. Parte 1.",860.3729,860.730645
,,916.29,916.590439
,,928.47,929.01
,,964.2,964.62416
,,976.41,976.71
,,1002.81,1003.05
,,1147.71,1148.04
,,1172.281406,1172.82
,,1436.13,1436.52
,,1458.69,1459.05
,,1523.64,1523.97
,,1905.21,1905.63
75.CA.AGN.L1.01,Acto de homenaje al General Juan D. Perón organizado por la Unión Ferroviaria en el Teatro Colón. Parte 5.,133.941167,134.55
,,306.87,307.41
,,759.89,760.339692
,,780.53,781.1
,,786.397725,786.911416
,,792.68,793.254395
,,941.048164,941.682881
,,945.32,945.95
,,1510.089297,1510.63
372.CA.AGN.L2.01,"Conferencia del Sacerdote Guillermo Furlong: ""Mis conocimientos sobre los Archivos"". Parte 2.",600.815742,601.38
,,615.185325,615.72892
,,705.70906,706.21
,,1105.12,1105.78
,,1200.25,1200.943164
983.D40.AGN.LA.01,Palabras del Presidente Juan D. Perón con motivo del homenaje que le tributara el Presidente de Nicaragua Anastasio Somoza.,162.467183,163.018638
295.CA.AGN.L1.01,IV Congreso Interamericano de Historia de América. Parte 11.,1976.877388,1977.28
,,1977.4,1977.94
,,3013.725332,3014.048008
,,3051.97,3052.45
,,3089.36,3090.11
,,3262.88,3263.42
839.D30.AGN.LB.01,"Discurso del Presidente de la Nación Juan D. Perón a los dirigentes gremiales sobre el tema ""Organización Sindical"". Parte 4.",247.17,247.71
,,388.911973,389.55
,,400.26,400.799297
,,436.414775,437.068389
,,494.667715,495.33
227.CA.AGN.L2.03,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Raúl Ondart. Parte 1.",173.4,173.91
,,213.3,213.9
,,800.67,801.09
,,1044.21,1044.54
268.CA.AGN.L1.02,Reportaje a Américo Ghioldi sobre la Iglesia Católica Apóstolica Romana.,37.14,37.623021
,,87.39,87.777678
,,433.05,433.56
355.CA.AGN.L1.02,Primera Reunión Nacional de Cultura para la Patagonia. Reunión de conclusiones en el Salón Panorámico del Comodoro Hotel de Comodoro Rivadavia.,230.732168,231.18
,,687.46,688.09
829.D25.AGN.LA.01,Inauguración del museo y biblioteca Justicialista Juan Perón. Parte 2.,274.2,274.77
872.D40.AGN.LA.01,Discurso del Presidente Juan D. Perón con motivo de las relaciones económicas entre patrones y obreros. Parte 3.,3.63,4.26
,,455.673369,456.24
,,609.7,610.21
,,840.55,841.33
222.CA.AGN.L2.05,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Jorge Almada.",260.58,260.97
,,266.04,266.46
,,525.9,526.53
,,580.2,580.74
,,589.83,590.22
,,619.16,619.67
,,696.32,696.89
229.CA.AGN.L2.04,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista al Dr. Carlos Pérez Companc. Parte 1.",91.62,92.19
,,289.98,290.7
,,292.92,293.490762
319.CA.AGN.L2.01,Disertación de Bernardo Loitegui para referirse al programa de inversiones de ese departamento de Estado. Parte 2.,307.8,308.16
178.CA.AGN.L2.01,Reportaje Político desde el recinto de la Cámara de Diputados de la Nación. Año 1961. Parte 2,56.64,57.36
,,99.66,100.11
,,112.08,112.71
,,326.581729,327.21
,,562.8,563.4
,,677.453823,677.9
,,692.84,693.35
,,788.48,788.838916
,,900.68,901.1
188.CA.AGN.L1.01,"Conferencia pronunciada en la Escuela N° 1 Nicolás Avellaneda, en Avellaneda, Provincia de Bs. As., sobre el tema ""Pedagogía escolar"".",42.12,42.72
,,582.87,583.35
,,595.2,595.83
,,1097.31,1097.94
,,1367.69,1368.201436
,,1500.62,1501.28
,,1618.76,1619.24
,,1955.44,1955.854668
,,2007.67,2008.39
,,2082.49,2082.94
,,2268.79,2269.45
,,2579.02,2579.38
,,2619.52,2619.97
,,2828.683311,2829.16
,,2866.96,2867.44
,,2886.067861,2886.49
,,2891.89,2892.34
,,2923.18,2923.51
,,2969.59,2970.036543
,,3184.36249,3184.78
,,3205.96,3206.62
181.CA.AGN.L1.02,"Conferencia pronunciada en la Universidad del Colegio del Salvador, por el Académico Español, Profesor Dr. Pedro Lain Entralgo, sobre el tema: ""La amistad entre el médico y el enfermo en la Grecia antigua"". Parte 1",516.9,517.41
79.CA.AGN.L1.01,"Inauguración del Gasoducto ""Presidente Perón"" Parte 2.",273.45,274.17
,,1089.4,1090.0
,,1368.48,1369.14
,,1398.39,1398.84
224.CA.AGN.L1.04,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Teodoro Marco. Parte 1.",202.022021,202.77
,,652.96,653.32
,,995.05,995.68
768.D40.AGN.LB.01,Exposición del Primer Plan Quinquenal. Parte 19.,207.9,208.65
249.CA.AGN.L1.03,"Conferencia titulada: ""La conquista de las Islas Malvinas y las negociaciones posteriores diplomáticas"".",382.65,383.04
,,1205.31,1205.73
185.CA.AGN.L2.05,"Santiago Roca ""Recuerdos de un viaje""",112.8,113.58
867.D40.AGN.LB.02,Mensaje del Ministro de Agricultura a los productores rurales.,262.23,262.68
392.CA.AGN.L1.02,Conferencia de prensa del Dr. Luis Federico Leloir con motivo de haber sido distinguido con el Premio Nobel de Química.,373.814561,374.55
339.CA.AGN.L1.01,"Conferencia de Perren de Velasco en la Casa de Córdoba, titulada ""El paisaje de España a través de sus poetas"". Parte 2.",161.37,161.79
,,863.12,863.75
,,1380.56,1381.01
,,2942.17,2942.8
205.CA.AGN.L1.01,Entrevista a Ernesto Soto Avendaño. Parte 2.,932.02,932.89
167.CA.AGN.L1.01,Congreso Nacional de Trabajadores Agrarios. Parte 4,145.53,146.101772
,,183.6,184.17
,,431.34,431.952891
,,445.11,445.68
,,456.21,456.93
,,643.69,644.44
,,821.53,822.1
,,866.05,866.52918
,,1064.38,1065.04
,,1091.44,1092.07
,,1222.83,1223.31
397.CA.AGN.L2.02,"Conferencia de prensa del escritor Pablo Neruda en la Sociedad Argentina de Escritores, S.A.D.E.",133.77,134.25
,,375.51,376.02
,,809.47915,810.23
,,811.7,812.27
,,1009.311523,1010.24
,,1421.04,1421.94
,,1431.54,1432.56
,,1581.93,1582.47
979.D40.AGN.LB.03,Palabras del Presidente Juan D. Perón con motivo de la entrega de su diploma y brevet de aviador civil honoris causa,158.282065,158.97
,,266.459678,266.88
,,295.020527,295.53
858.D40.AGN.LB.01,Clausura del 7° Congreso Ordinario de la Confederación Gral. De Empleados de Comercio. Parte 4.,761.89,762.64
,,885.78877,886.42
318.CA.AGN.L1.01,"Disertación del Ingeniero G.L. Fusch: ""Acústica en Teatros y algunas opiniones relacionadas con el Teatro Colón"". Parte 2.",453.87,454.26
,,757.13,757.79
,,1022.903486,1023.32
,,1283.95,1284.61
,,1710.04,1710.46
771.D40.AGN.LB.01,"Asamblea de productores agropecuarios, Teatro Colón . Discurso del Presidente Juan D. Perón. Parte 2.",61.68,62.16
,,72.75,73.62
,,221.94,222.6
,,260.82958,261.33
,,356.25,357.15
,,690.26,691.13
,,696.86,697.82
,,869.03,869.96
788.D40.AGN.LB.01,"Homenaje de las Cámaras legislativas al Presidente de Chile, General Ibañez del Campo. Parte 4.",126.78,127.56
,,318.740801,319.47
,,332.22,333.06
,,355.56,356.272383
,,452.85,453.449033
1002.D25.AGN.LB.01,"""Mensaje a la maestra"". Interpretado por Jorge Lanza. Autor: Roberto Valenti. Anulado.",67.5,68.22
,,114.722607,115.32
251.CA.AGN.L2.01,"Conferencia ""Obra Económico Financiera realizada durante los gobiernos del Gral. Roca"", pronunciada en homenaje al Gral. Julio A. Roca en la Academia Nacional de Ciencias Económicas.",929.5,929.92
,,3488.14,3488.68
308.CA.AGN.L2.03,"Discurso del Presidente Juan Carlos Onganía durante la comida de camaradería de las Fuerzas Armadas, en ocasión de celebrarse un nuevo aniversario de la Independencia Nacional. Parte 1.",162.63,163.26
,,230.82,231.330513
183.CA.RA.L2.04,El Dr. Carlos Ure formula críticas al gobierno. ,196.23,196.77
,,648.109438,648.6
,,695.1603,695.655579
,,813.6,814.02
,,857.22583,857.79041
806.D40.AGN.LB.01,Visita del Presidente General Juan D. Perón a Paraguay. 4 de octubre. Parte 2.,49.32,50.13
,,249.12,249.93
,,481.5,482.13
344.CA.AGN.L2.01,"Conferencia del Ingeniero Luis Broglio pronunciada en la Academia de Ciencias Exactas, Físicas y Naturales: ""Los métodos para la determinación de la densidad atmosférica entre los 200 y 40 kilómetros de altura"". Parte 2.",63.69,64.14
,,95.82,96.45
307.CA.AGN.L1.02,"Conceptos pronunciados por el escritor español José Luis Castillo Puche. ""Sobre la importancia de los Archivos de las voces"".",116.4,116.82
780.D40.AGN.LB.01,Disertación sobre los alcances y cumplimientos del Segundo Plan Quinquenal. Parte 4.,26.4,26.909094
,,44.67,45.339972
,,257.67,258.055605
,,664.29,665.07
,,775.47,776.19
,,779.91,780.57
218.CA.AGN.L2.04,"Ponencia de Juan B.Justo: ""Discusión del presupuesto en la Cámara de Diputados"".",26.054412,26.458707
208.CA.AGN.L2.01,Conferencia en la Academia de Ciencias Médicas sobre la relación entre constitución humana y ambiente.,2002.820176,2003.239795
,,2400.92,2401.43
156.CA.AGN.L1.01,Anuncio de Juan Perón de cambio de Ministros.,42.78,43.286752
,,130.11,130.53
837.D40.AGN.LA.01,La historia en acción. Programa N°5. Palestina. Parte 2.,628.35,628.89
789.D40.AGN.LA.01,Discurso del Presidente Juan D. Perón impartiendo normas pedagógicas a los docentes de todo el país con motivo del Segundo Plan Quinquenal. Parte 1.,526.201641,526.768535
,,755.08,755.89
985.D40.AGN.LA.01,Palabras del Ministro de asuntos técnicos Raúl Mende sobre el justicialismo.,33.18,33.659363
,,99.54,100.015767
,,103.83,104.250813
,,130.77,131.287983
,,272.791084,273.33
804.D40.AGN.LB.01,Visita del Presidente General Juan D. Perón a Paraguay. 3 de octubre. Parte 2.,52.361499,52.86
,,190.23583,190.8
,,760.64,761.03
24.CA.AGN.L1.01,Reforma de la Constitución.,101.19,101.88
,,112.95,113.61
,,253.92,254.52
,,469.5,470.25
,,530.85,531.48
,,576.39,576.9
,,616.274915,616.81
,,624.490493,625.120223
,,952.93,953.86
,,1140.76,1141.18
,,1219.34,1219.91
38.D30.AGN.LA.01,Discurso del Gral. Perón en la cena de camaradería ofrecida a las fuerzas armadas. Parte 2.,609.287857,609.566607
779.D40.AGN.LB.01,Disertación sobre los alcances y cumplimientos del Segundo Plan Quinquenal. Parte 2.,181.65,182.22
741.D40.AGN.LA.01,Primera Convención de Sanidad Ferroviaria Justicialista. Parte 1.,144.81,145.38
,,551.37123,551.82
,,737.0,737.75
,,750.012412,750.474907
,,816.633872,817.179526
,,854.93,855.409253
,,863.389531,864.02
,,918.23,918.77
328.CA.AGN.L2.02,"Conferencia de Antonio J. Bucich: ""Repercusión de los acontecimientos históricos nacionales en la boca del Riachuelo"". Parte 1.",1530.71,1531.43
811.D40.AGN.LA.01,"Transmisión desde la motonave ""Eva Perón"" navegando a 650 millas de Buenos Aires. Parte 1.",490.59,491.13
315.CA.AGN.L2.02,Acto por el cincuentenario de la fundación del Banco de Boston en la ciudad de Buenos Aires.,829.110937,829.56
,,1009.05,1009.62
326.CA.AGN.L1.04,"Conferencia del Coronel Jorge Leal, sobre la Primera Expedición Terrestre Argentina al Polo Sud. Parte 1.",357.9,358.5
,,479.794395,480.266982
108.CA.AGN.L1.01,Audiencia concendida a los Secretarios Gremiales Confederales del país. Parte 1.,54.27,54.93
,,100.35,101.01
,,208.5,209.16
,,296.28,296.73
,,325.53,325.92
,,340.47,340.916924
,,356.790352,357.36
,,372.12,372.599502
,,455.989717,456.419004
,,571.142344,571.59
,,610.46,610.841347
,,1100.21,1100.78
,,1349.91,1350.48
,,1417.38,1417.77
,,1580.46,1580.91
,,1759.353691,1759.71
,,1783.47,1783.92
,,1858.54,1859.05
,,1862.65,1863.07
,,1878.19,1878.699063
,,1915.87,1916.38
,,1979.8,1980.22
,,1998.31,1998.91
343.CA.AGN.L2.02,"Conferencia del General Gustavo Martínez Zuviría, con motivo de su incorporación como miembro de número. Acto realizado en el Instituto Nacional Sanmartiniano, en la casa de Grand Bourg. Parte 1.",499.17,500.04
,,1358.612959,1359.003267
,,1367.64,1368.15
,,2604.92,2605.46
,,3607.41,3607.796367
339.CA.AGN.L1.03,"Conferencia de prensa con motivo de la visita de los Dres. Marius Barnard, Cristóbal Martínez Bordiú y Domingo Liotta en el Alvear Palace Hotel de Buenos Aires. Parte 1.",171.790884,172.35
368.CA.AGN.L1.03,"Discurso y conferencia de prensa del Gral. Francisco Imaz (Ministro del Interior), durante el almuerzo ofrecido por la Asociación de la Prensa Extranjera. Parte 1.",677.0,677.87
,,976.82,977.36
,,1520.43,1520.88
227.CA.AGN.L1.01,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Walter Constanza.",131.94,132.42
,,404.28,404.73
,,437.61,438.12
,,499.53,499.89
,,512.58,513.18
356.CA.AGN.L2.01,Primera Reunión Nacional de Cultura para la Patagonia en el salón panorámico del Comodoro Hotel en Comodoro Rivadavia. Disertación en la sesión plenaria de clausura. Parte 3.,1018.37291,1018.89
,,2341.300938,2341.75
212.CA.AGN.L2.02,Conferencia del arquitecto brasileño Wladimir Alves de Souza en la Sociedad de Arquitectos de Buenos Aires. Parte 1,1102.71,1103.16
,,1281.85,1282.33
,,1386.25,1386.7
,,1442.56,1443.07
,,1505.35,1505.77
,,1515.22,1515.67
,,1754.56,1754.95
,,1910.498359,1910.89
,,2324.41,2324.95
,,2473.27,2473.72
,,2566.96,2567.38
,,2866.51,2866.99
,,2876.29,2876.86
,,3037.5,3038.01
,,3223.11,3223.5
,,3226.92,3227.46
879.D40.AGN.LB.01,"Palabras del Presidente Juan D. Perón con motivo de inaugurarse el hogar - escuela ""Evita"" de la Fundación Eva Perón. Parte 3.",267.96,268.44
,,394.5,395.148428
,,802.734443,803.289312
331.CA.AGN.L1.12,Mensaje del Dr. Horacio Rivarola Consejos para la juventud en su acción cívica inmediata.,46.32,46.92
992.D40.AGN.LB.01,Clase magistral del Presidente Juan Perón en la Ciudad Infantil. Parte 2.,11.701591,12.24
,,14.64,15.15
,,37.38,37.802633
,,68.31,68.76
,,210.03,210.51
,,258.9,259.41
,,294.39,294.96
253.CA.AGN.L1.02,Visita del presidente de Francia Gral. Charles De Gaulle a la Argentina.,200.28,200.85
,,394.26,394.95
,,1201.3,1201.93
,,1234.72,1235.38
,,1256.2,1256.56
,,1257.64,1258.18
233.CA.AGN.L2.05,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Reinaldo Elena. Parte 1.",327.659385,328.11
197.CA.AGN.L1.02,"Mensaje pronunciado por el Señor Ministro de Economía, Álvaro Alsogaray. Parte 1.",399.09,399.45
,,749.689941,750.197656
,,1365.69,1366.2
801.D40.AGN.LB.01,Discurso del Presidente de la Nación Gral. Juan Perón con motivo de la concentración agraria en Pergamino. Parte 2.,55.068069,55.8
426.D25.AGN.LB.01,Conmemoración XX Aniversario creación Confederación de Empleados de Comercio. Parte 3.,79.8,80.43
196.CA.AGN.L2.03,Entrevista a Julio César Vergotini.,474.81,475.32
184.CA.RA.L2.01,El Sr. Francisco Manrique hace referencia a la situación del país. ,224.59333,225.03
,,251.82,252.48
,,424.23,424.77
,,579.69,580.26
,,608.82,609.21
,,630.15,630.50441
,,837.117524,837.63
,,1516.6,1517.138564
239.CA.AGN.L1.01,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Nélida Baigorria.",660.63,661.26
,,670.26,670.74
,,914.73,915.24
,,1195.355391,1195.68
,,1212.092227,1212.39
,,1373.44,1373.79584
378.CA.AGN.L2.02,Mensaje en Cadena Nacional del Presidente Juan Carlos Onganía al país con motivo del Día de Acción de Gracias.,60.21,60.87
,,173.67,174.3
,,350.85,351.54
194.CA.AGN.L1.01,Ciclo de Audiciones: El Gobierno dialoga con el pueblo. (Arturo Frondizi),557.49,558.18
,,837.105112,837.37
,,938.89,939.34
348.CA.AGN.L2.01,Acto de incorporación del Dr. Augusto Raúl Cortázar como académico de número de la Academia Nacional de las Historia. Parte 2.,644.32,644.8
,,1841.84,1842.29
,,3093.819583,3094.39
,,3533.35,3533.74
1153.D25.AGN.LA.01,"Ciclo radial ""El futuro se hace hoy"". Luis Sandrini. Parte 1.",133.289912,133.77
860.D40.AGN.LA.01,Clausura del 7° Congreso Ordinario de la Confederación Gral. De Empleados de Comercio. Parte 7.,278.79,279.39
358.CA.AGN.L1.01,"Conferencia de Juan Francisco Giacable en recordación del poeta Don Pedro Miguel Obligado: ""Presencia y ausencia de Pedro Miguel Obligado"", en la Asociación Prometeo. Parte 2.",147.09,147.51
,,530.76,531.24
,,1031.0,1031.363193
,,1359.21,1359.63
,,1450.2,1450.705898
186.CA.AGN.L2.02,Entrevista a Benito Quinquela Martín.,78.96,79.41
,,154.68,155.1
863.D40.AGN.LB.01,Clausura sus deliberaciones el Comité central Confederal de la C.G.T. Parte 3.,55.58187,55.95
,,379.53,380.22
,,538.8,539.46
263.CA.AGN.L2.01,"Ciclo de conferencias organizadas por la Facultad de Filosofía y Letras ""Carácter y finalidad de la investigación"", para analizar los caracteres, métodos y objetivos de la investigación colectiva.",849.44,849.95
,,874.25,874.73
,,1412.492354,1412.95
,,3010.1,3010.549531
,,3286.91,3287.511846
357.CA.AGN.L2.03,"Conferencia de Juan Francisco Giacable en recordación del poeta Don Pedro Miguel Obligado: ""Presencia y ausencia de Pedro Miguel Obligado"", en la Asociación Prometeo. Parte 1.",958.01,958.73
,,970.34,970.82
336.CA.AGN.L2.01,"Conferencia del filósofo hindú Maharishi Mahesh Yogi en la Asociación Cristiana de Jóvenes: ""El desarrollo de la personalidad, mediante la técnica de la meditación trascendental"". Parte 3.",61.11,61.59
216.CA.AGN.L2.01,"Disertación de Juan Draghi Lucero: ""Panóramica Folklórica de Cuyo"". Parte 2",490.23,490.922373
1136.D25.AGN.LA.01,"Ciclo radial ""Pienso y digo lo que pienso"". Santiago Gómez Cou. Parte 2",22.71,23.49
,,33.6,34.29
,,35.58,36.15
,,54.874768,55.38
,,80.34,81.03
,,132.66,133.14
,,146.07,146.58
207.D25.AGN.LB.01,Homenaje a Juan D. Perón y Eva Perón de la Unión Obreros Municipales. Parte 4.,78.78,79.35
839.D30.AGN.LA.01,"Discurso del Presidente de la Nación Juan D. Perón a los dirigentes gremiales sobre el tema ""Organización Sindical"". Parte 3.",35.329167,35.88
,,324.06,324.84
,,427.748232,428.52
372.CA.AGN.L1.02,"Conferencia del Sacerdote Guillermo Furlong: ""Mis conocimientos sobre los Archivos"". Parte 1.",33.75,34.47
